Accepted_species;n.ind;n.plots;est.ind;population.mean;population.sd
Eschweilera_apiculata;111;57;31280275,3550897;31723472,01362;6052969,87689734
Ferdinandusa_goudotiana;28;9;30569446,3539349;31705515,155144;14457216,0179169
Sloanea_nitida;27;18;31093310,0835386;31697200,2668261;11136166,9502262
Isertia_hypoleuca;26;14;32049442,8043303;31426511,748062;12971381,0140902
Pagamea_macrophylla;64;14;29562504,2330384;31163433,253382;14261323,6205934
Pouteria_cayennensis;74;19;30492909,5184328;31042617,69244;7876639,60093473
Pradosia_cochlearia;120;49;30570193,9689218;31034016,39622;6217507,635209
Remijia_ulei;36;4;28851815,482324;31021724,794664;21878076,7900213
Vismia_latifolia;59;31;30713508,5523204;31009429,70386;6702361,61117836
Stryphnodendron_rotundifolium;71;44;31074732,5057906;31006973,56532;5063113,35799997
Micropholis_macrophylla;33;10;31042873,0028162;30929878,337734;10400056,3241426
Ormosia_costulata;99;38;30009245,5755281;30839493,14356;6608140,02031042
Gustavia_elliptica;91;31;30677162,2254044;30832529,83788;7089369,18364937
Bowdichia_virgilioides;48;12;29741122,2930941;30815559,738754;12589860,0263113
Pourouma_herrerensis;45;23;30442002,1108469;30797916,8527;7528179,91907481
Holocalyx_balansae;6;4;30967569,0027214;30744621,115352;11670149,4202022
Byrsonima_laevigata;31;15;32395620,6184614;30726237,975341;24266835,3080042
Ficus_obtusiuscula;60;4;30171914,341169;30698983,6177122;25421608,7044411
Amburana_acreana;50;13;29117348,2865283;30675462,870934;12458424,2082895
Miconia_elata;64;29;32131040,5676111;30627971,42741;12828512,8116913
Hydrochorea_gonggrijpii;133;5;32743592,2408543;30571993,099492;27725874,5535481
Ormosia_coccinea;35;25;30478607,4457503;30562919,561;12345125,4358029
Hymenolobium_flavum;52;35;31183462,3316155;30519396,264412;13868370,7245956
Inga_tenuistipula;65;31;30221337,3008297;30492214,99406;6767336,27533337
Parahancornia_peruviana;54;27;30455250,3585313;30490859,5201;6855501,59274991
Esenbeckia_almawillia;22;1;33635696,0067929;30483055,68508;29858478,0843996
Anaxagorea_acuminata;70;29;30260471,9589758;30448034,71302;5916785,98970302
Inga_micradenia;33;4;30015051,427636;30188545,5447904;20149154,0890787
Endlicheria_macrophylla;42;14;31488544,5819536;30180315,738024;12223969,4170913
Heterostemon_ellipticus;32;6;31110012,6613976;30096198,094825;12813209,5621986
Ilex_affinis;16;4;31794139,3516831;30058734,3854738;23058739,4378143
Moquilea_unguiculata;65;47;29769046,4295647;29991692,76496;4983040,98417032
Pourouma_myrmecophila;42;14;29065867,4392581;29932649,617328;17284565,4438282
Licania_parvifructa;47;14;29275647,2425432;29875051,0867162;17950514,9551685
Aniba_riparia;53;28;29178714,8751501;29830437,070306;9720271,57086164
Sloanea_brevipes;61;42;30200156,0606734;29823442,96114;5557477,92137491
Parinariopsis_licaniiflora;58;26;29957650,4342663;29823245,707518;10072673,6440708
Ocotea_camphoromoea;76;23;29383788,6918007;29822927,008168;9373013,86727455
Trymatococcus_oligandrus;122;54;29917089,7597169;29782936,22608;5871326,56267632
Casearia_ulmifolia;70;42;28582860,8456151;29778631,43506;6265362,50521991
Neocouma_ternstroemiacea;33;10;30804192,3347639;29737073,1249528;10852719,4864343
Handroanthus_capitatus;48;30;30131985,2032559;29734161,65579;9681704,43922156
Vismia_sandwithii;17;10;28730586,1604516;29699813,609098;16824912,6524247
Guatteria_insculpta;30;8;28586266,7401601;29564561,194262;16744477,3413367
Cordia_lomatoloba;84;42;28838925,0803617;29531051,76364;5890726,74671071
Trichilia_lepidota;64;16;30167264,5721106;29478218,88721;11945648,0790642
Parkia_ulei;77;57;29346350,0354896;29458511,27052;4941886,5125825
Bocageopsis_pleiosperma;36;21;30304454,7071318;29424173,03344;11851407,1945567
Micropholis_cylindrocarpa;66;42;29056309,7225516;29392446,70718;5386666,1749641
Trema_micrantha;49;23;29747541,6527041;29377874,9426819;10610621,5375325
Rhamnidium_elaeocarpum;57;20;27928582,4680651;29316048,272142;10410209,2596237
Moquilea_macrocarpa;48;26;28301009,1961376;29273969,04544;7543804,99227151
Licania_mollis;29;10;30849560,2951585;29266779,54446;12369188,0638478
Wittmackanthus_stanleyanus;72;24;28455728,029367;29247433,04458;8543009,76446237
Glandonia_macrocarpa;30;7;28634171,7684678;29207767,0163462;19611545,326858
Guatteria_elata;55;29;29200703,3070952;29135874,54066;6510509,27762639
Inga_melinonis;53;32;28763503,0041929;29118947,891148;6261606,10325412
Parinari_montana;40;33;29761316,0254462;29093356,773498;11672530,0250997
Prunus_myrtifolia;61;18;28325993,050857;29060639,424076;12321218,7021131
Chrysophyllum_bombycinum;42;12;27741493,8911607;29037822,42386;14212897,5151684
Exellodendron_coriaceum;34;3;28784949,0119151;29037549,566972;17629886,496252
Vismia_baccifera;33;15;28363208,4755523;29000005,738392;8959772,50785417
Manilkara_paraensis;47;19;29568941,1295387;28986568,05623;9347172,98999614
Caraipa_llanorum;94;3;26731073,9840026;28971054,0247246;24885218,4950653
Swartzia_lamellata;47;19;29135530,6887381;28830291,499106;11675638,9881981
Hymenaea_martiana;30;1;29622601,636337;28799300,79552;28824603,2256949
Dipteryx_polyphylla;22;17;29079066,0873214;28700716,754998;10725311,5655666
Duroia_petiolaris;35;8;28367967,4001005;28637107,01081;13832869,137237
Virola_caducifolia;46;40;28843837,4977227;28581938,99454;6817672,3438881
Miconia_dichrophylla;67;22;27647430,2958777;28574348,579766;13007233,2521378
Talisia_macrophylla;23;21;29615883,4183465;28567421,934152;10462794,6272315
Garcinia_brasiliensis;70;32;27766593,1046234;28561712,31576;8255971,07959818
Exellodendron_barbatum;100;20;28852159,4850485;28561476,875886;12587662,1814675
Aniba_puchury-minor;48;22;29189098,9032723;28559020,410378;7199539,39326556
Trattinnickia_peruviana;57;40;28105442,3640308;28556510,57828;5855517,02607321
Bauhinia_brachycalyx;99;27;27448308,4550818;28538903,530576;7252114,89910095
Couepia_ulei;41;21;27901439,052279;28447148,680832;8551379,26593413
Hymenopus_laevigatus;63;32;27859821,845384;28405105,595214;7171264,40459944
Duguetia_lucida;27;4;29500588,4469853;28404314,752766;21180953,1859955
Eugenia_patens;47;33;28609170,6676854;28380662,21532;7204713,18932662
Byrsonima_aerugo;49;27;29090313,6879696;28329579,195296;6343587,98092461
Zanthoxylum_riedelianum;74;23;28712260,9380796;28299416,630166;10726898,3925336
Swartzia_grandifolia;74;36;29227547,5263749;28295194,84366;6689181,94233079
Schefflera_decaphylla;127;53;26998571,085409;28255143,271;4977656,91575292
Leptobalanus_gardneri;49;10;27519592,6364934;28162408,971024;11007822,6692219
Erisma_japura;37;7;27263156,7218127;28138980,576622;16898967,726303
Palicourea_guianensis;114;27;27559188,9770633;28131218,596092;10612231,139881
Dendropanax_tessmannii;28;6;28101399,2146947;28088993,8307436;14355189,7160664
Ilex_nayana;32;8;28396800,8546734;28023500,39954;15486289,7526347
Bowdichia_nitida;41;23;27905848,6645213;28004263,569534;8139437,58669898
Myrcia_tomentosa;17;3;29544415,1820753;27960269,7615738;26716413,7314325
Paypayrola_guianensis;89;17;27894243,1962567;27925227,8754;9477973,58362444
Coutarea_hexandra;56;6;26540460,6496923;27899517,28332;16652035,3244335
Dilodendron_bipinnatum;52;9;26059912,5138862;27852104,173014;10937441,6249043
Licaria_pachycarpa;55;33;27660288,7926475;27825989,7673;6918612,89323339
Monteverdia_macrocarpa;53;31;28156594,1524153;27810370,38502;7089760,91985069
Caryocar_gracile;33;12;27130106,5977151;27782402,43059;10219568,1996148
Miconia_phanerostila;64;34;27611042,5460201;27770512,61886;4871214,69493049
Zygia_glomerata;55;5;27058817,0857308;27740155,9909764;24637071,5188849
Quiina_indigofera;116;15;27630169,1259216;27730653,059338;7956980,82631859
Protium_gallicum;232;28;27177258,2332694;27704866,688876;8219926,79282762
Diospyros_carbonaria;78;36;27941468,0245482;27693043,41626;6805873,30897392
Haydenia_urbaniana;74;29;27441417,0253146;27666582,747126;8777755,35917118
Mouriri_brevipes;31;5;27490131,3141298;27665533,8285456;24444202,7498304
Chamaecrista_xinguensis;36;11;27984563,7797795;27635223,594678;10561679,4568395
Micropholis_caudata;62;29;27200700,7717664;27589954,16582;5530767,29148748
Mouriri_huberi;57;41;27922655,3089886;27480637,4403;5968130,71314686
Neea_ovalifolia;43;27;27743961,9123269;27388372,343228;9170956,30663565
Iryanthera_grandis;22;14;27920356,8466271;27384388,359962;19350135,9442026
Drypetes_fanshawei;104;38;27999140,1877116;27378008,11084;8238351,94116797
Zanthoxylum_ekmanii;27;15;29742570,3038898;27370718,457268;9550138,77075969
Pouteria_minima;59;39;27290379,7404659;27367577,44596;6031820,26996687
Casearia_grandiflora;20;16;28091073,4973571;27321805,380866;8928881,2128553
Myrcia_paivae;40;28;26566972,3858968;27235133,252674;7548580,67468216
Pseudobombax_marginatum;55;6;26797707,8639259;27220549,5814752;17143411,4369747
Micropholis_trunciflora;61;40;27354319,8423426;27060231,94586;6061962,28908809
Pera_coccinea;43;10;25600615,5036175;27039573,365692;11601160,1974341
Virola_multicostata;37;25;28224407,7702414;27018313,107204;11478955,6317458
Paypayrola_longifolia;89;24;27447398,4491775;26974171,39223;7285482,69366577
Anisophyllea_manausensis;70;40;26862461,2490649;26960163,14554;4489755,47418675
Guatteria_citriodora;53;42;27118261,9402172;26855864,39351;8993430,0237232
Miconia_affinis;63;28;26024295,2220675;26790509,335638;5595043,86352379
Sloanea_schomburgkii;30;25;26656275,0748509;26783529,520408;11184181,7479075
Swartzia_leptopetala;50;19;26241718,5027231;26746803,68678;6667912,55430389
Casearia_resinifera;6;3;26968882,8472748;26731815,3945368;16741627,6838957
Cordia_lutea;41;9;25898531,0848692;26731098,472424;9312045,61660642
Chimarrhis_duckeana;29;15;27676728,2796166;26719746,7569818;11327284,0161512
Heisteria_nitida;56;41;26035383,8188497;26687559,12804;5321378,6990659
Parkia_discolor;50;13;28102412,5395914;26674265,609662;12004434,3627183
Vitex_sprucei;54;9;25333714,8650342;26672184,75298;10643681,6245332
Monteverdia_myrsinoides;62;33;26927827,8296662;26628775,05294;5471631,04623719
Couepia_caryophylloides;115;49;27726929,0300447;26624044,129882;5540314,7918268
Inga_cordatoalata;64;41;26449481,3965252;26597589,54312;5099132,79080427
Compsoneura_sprucei;47;28;26762698,9472531;26528506,62598;6817412,29075438
Duguetia_flagellaris;17;12;26152258,5632669;26492531,704192;15999575,0340034
Matisia_obliquifolia;122;30;24523445,336519;26419767,06556;5560567,28580839
Cecropia_pachystachya;85;5;26366149,6557819;26417520,1325462;19844528,2460115
Tovomitidium_speciosum;41;33;26690476,5086107;26390619,152024;7230512,0668079
Sterigmapetalum_guianense;20;12;26420920,9980678;26381451,74296;8584779,36142776
Licania_cuprea;104;9;26044782,916856;26336947,22969;8439480,19601268
Diclinanona_calycina;32;22;25715133,1151695;26191191,47707;6047827,88142753
Talisia_longifolia;37;22;26162756,0437256;26180275,885476;9112335,99325714
Mouriri_uncitheca;18;2;25226272,6062621;26109605,176794;18658134,3435093
Leptobalanus_persaudii;92;13;27017595,657754;26066293,070012;9821065,30489698
Eugenia_citrifolia;53;30;25788570,6750874;25862878,25213;7501653,0297649
Mabea_paniculata;35;3;30227971,8618476;25856794,841946;15806286,3076483
Pouteria_platyphylla;76;53;25301821,3428552;25852693,34496;3813749,00586088
Pleradenophora_membranifolia;39;3;24476147,2577894;25847249,95633;16082648,1501613
Lecythis_gracieana;64;39;25608340,2681961;25701440,2026;4311272,25885609
Chrysophyllum_sparsiflorum;46;22;25521875,1800078;25683569,349534;9075256,22440686
Stachyarrhena_spicata;54;14;25648658,980486;25655362,811102;9043681,8803733
Ficus_gomelleira;42;38;25898288,6542421;25598186,46096;4911706,13765268
Hieronyma_duquei;42;3;27120332,5999942;25572021,57669;20932714,52669
Poraqueiba_sericea;23;13;26110725,9096295;25486596,56898;9215996,93263217
Eperua_bijuga;22;4;24960975,9358826;25465606,5022006;15547851,4433216
Henriettea_fascicularis;19;7;28495180,2617336;25464256,04549;10927030,6834413
Eugenia_brownsbergii;119;11;25658259,0572045;25451768,1714;8544613,2123016
Hymenopus_sothersiae;33;13;24745834,5962959;25397472,65021;11295798,3202738
Byrsonima_intermedia;86;3;23536874,881129;25314173,339518;18435545,3513881
Sterculia_duckei;54;39;25068765,9395064;25275663,76042;4876690,90212343
Eschweilera_integrifolia;25;3;26561293,7013059;25246882,4852942;21182372,3027569
Nectandra_reticulata;33;18;24743327,7202636;25218185,783056;10316166,0447033
Aspidosperma_pichonianum;18;7;28240042,6604669;25187238,30772;14006588,3364449
Leptobalanus_emarginata;34;12;26532399,8675376;25177721,848588;8612185,30449439
Ephedranthus_guianensis;51;18;25753227,03914;25171572,141642;5568398,26533651
Naucleopsis_imitans;44;28;24644886,7794102;24983364,0869;5067360,18070491
Oxandra_krukoffii;31;13;24146180,7369132;24979444,702412;8209562,12152736
Coussapoa_orthoneura;65;42;25415709,7669024;24964985,24594;4308450,09699576
Sloanea_froesii;23;6;24541689,4616428;24961113,0613206;11636772,8522595
Quararibea_martini;8;1;27020444,0283812;24901805,99298;22325916,4841976
Corythophora_labriculata;94;15;25008010,345289;24847458,263326;8166619,84303011
Ocotea_costulata;38;21;24608863,983847;24823755,323492;7064506,48001657
Hymenolobium_heterocarpum;29;18;24210540,2424805;24811044,878592;7932721,29126944
Tabernaemontana_undulata;25;12;24546306,3966683;24786096,1253258;17132238,2011802
Ocotea_fasciculata;56;22;25147760,0067499;24727348,031216;8019364,11753424
Senegalia_riparia;24;10;23609497,015074;24673678,87775;11262390,0050447
Cyrillopsis_paraensis;46;19;25185201,6058069;24616095,663696;8477777,20052866
Ferdinandusa_loretensis;36;19;24660987,8028603;24593489,983674;7159057,1988148
Eugenia_exaltata;63;22;24137685,0296805;24583532,217268;9218405,60969616
Aiouea_myristicoides;46;37;24123932,7547822;24529894,65568;4849796,36248352
Guatteria_inundata;21;6;24784110,8788748;24512685,0142532;12468120,4848528
Qualea_multiflora;81;5;22275575,6230495;24512307,6715626;20573011,3681779
Mezilaurus_crassiramea;42;2;23498106,3750227;24504379,2003096;24478523,2389549
Swartzia_flaemingii;29;12;24832986,2695849;24491059,768794;10443291,8189236
Conostegia_cuatrecasii;8;2;25781883,5647533;24456191,6779494;22561489,2547866
Ouratea_castaneifolia;31;18;24979337,3051643;24433164,31687;6744433,68960157
Pachira_punga-schunkei;83;21;23945779,9742185;24383156,927252;7149871,73084397
Annona_ambotay;61;38;24209951,9034496;24349862,13416;5757199,20180124
Talisia_obovata;38;5;25221240,7144551;24275965,0774628;20231723,0311961
Pachira_paraensis;25;12;24671310,3364031;24244165,126794;9129350,96594464
Mouriri_crassifolia;122;53;24156972,2373497;24230508,8903;4854242,41410214
Pentagonia_spathicalyx;74;18;26289970,3131758;24217843,78517;7174644,51412711
Eugenia_biflora;22;13;23765062,5506185;24214827,747074;8448033,26549403
Chimarrhis_glabriflora;55;20;23972545,8141709;24203281,901948;6412309,16081325
Parkia_gigantocarpa;30;23;24751781,6711273;24199949,916482;5818704,8553425
Zanthoxylum_compactum;25;11;23062237,9608853;24148896,77205;7932481,48651701
Casearia_mariquitensis;20;11;24784390,3063107;24125010,763626;14505573,507954
Martiodendron_parviflorum;51;29;25322713,1601855;24115181,565068;6863222,11720982
Diospyros_dichroa;76;16;23863561,1496441;23949987,075156;7830412,9224208
Inga_velutina;54;33;23813727,355863;23948848,35626;5304555,97983871
Vismia_japurensis;47;20;24188428,8523071;23932116,732706;6697975,96798865
Alexa_cowanii;74;1;24104845,5931277;23891276,9013;22074243,3007939
Lacistema_pubescens;29;8;23540844,583574;23879790,114402;9990221,06604435
Guianodendron_praeclarum;72;8;24001712,8288927;23852819,085966;9229369,90318606
Mouriri_lunatanthera;15;10;24255815,271448;23837833,045372;15723211,0213216
Hydrochorea_marginata;21;4;29594404,131425;23786981,689188;14089654,7476427
Pouteria_crassiflora;52;32;23402912,6393315;23742906,81228;4271869,72331641
Erythrina_fusca;13;2;26581802,1151341;23714693,8065468;24540868,7978859
Abarema_cochleata;38;22;23239426,7677733;23677060,081032;6959915,28774059
Zygia_basijuga;57;16;22945407,0774587;23672625,032732;8227585,95797855
Eugenia_cuspidifolia;31;26;23617058,1639772;23586283,47093;8262310,19568288
Licania_triandra;28;14;23107444,8657269;23579460,675394;8204942,93047045
Qualea_dichotoma;6;2;23833177,0313814;23549672,4298898;20229341,973749
Swartzia_acuminata;39;15;23421627,2341814;23536128,067138;6091964,93390563
Ocotea_rubrinervis;40;25;23886673,6489064;23526516,602824;6732522,27450579
Qualea_grandiflora;57;5;21334555,14427;23501900,0714624;13413031,0699888
Lacistema_grandifolium;55;42;23421126,3492925;23469421,67986;4025569,34075157
Sloanea_parviflora;31;11;23624195,6196349;23442117,169954;8593819,23862632
Neea_amplifolia;40;5;22449065,0107918;23367694,8126298;16888221,4730356
Inga_coruscans;77;38;22533881,6356666;23361028,27468;4500114,52292583
Eugenia_pseudopsidium;58;42;23885988,899755;23287064,359386;7389154,16408327
Aniba_taubertiana;56;35;22950297,4313248;23270954,010326;5220909,74023627
Ferdinandusa_elliptica;57;33;22519837,8614504;23262389,7853;4381329,74124176
Ferdinandusa_paraensis;54;34;23348428,8746162;23162538,69745;5393528,20385498
Lonchocarpus_imatacensis;50;15;22868215,4456321;23115539,70354;4925455,02936284
Astronium_ulei;73;23;22675362,6185711;23110768,502756;5911226,29830826
Cordia_laevifrons;99;26;22629941,0246233;23089543,393668;5151031,7481773
Catostemma_altsonii;126;1;23087414,1752427;23047195,24066;22351094,1176975
Salacia_gigantea;38;16;22423236,0017761;22980534,144788;6722090,84707995
Duroia_longiflora;89;31;21873548,9674931;22974503,929054;9722682,78219669
Protium_rhynchophyllum;66;8;22907597,2398319;22955351,369684;8344452,50715072
Protium_krukovii;130;26;21734964,590434;22953285,430854;9480947,58932434
Coussapoa_nitida;25;9;25164017,7737275;22941724,937538;8513938,76523744
Acioa_edulis;20;5;22835369,0582861;22927353,3528788;16612513,5744369
Endlicheria_sericea;32;18;22806926,907873;22914904,459908;10702728,380615
Miconia_trinervia;33;17;21466162,5988492;22911416,910688;7862577,31157787
Annona_edulis;43;29;22658081,0636928;22904583,6302;4712784,97114179
