Species;population;N ind;N plots
Guatteria_duckeana;22482084,4798991;29;15
Guatteria_dura;41555565,4324304;52;13
Guatteria_ecuadorensis;568876,589848343;1;1
Guatteria_elata;27004773,4673177;68;32
Guatteria_elegantissima;2206540,11570919;1;1
Guatteria_elongata;68540,3004420319;1;1
Guatteria_ferruginea;5366079,27222058;7;6
Guatteria_flexilis;690677,6816812;2;1
Guatteria_foliosa;97082178,4207332;210;57
Guatteria_friesiana;4957096,22475501;4;2
Guatteria_gentryi;1456095,54307769;4;3
Guatteria_glaberrima;24608310,2929918;88;40
Guatteria_guianensis;40871789,7247433;135;57
Guatteria_hirsuta;20325563,534695;61;22
Guatteria_hispida;4562478,99734612;7;7
Guatteria_insculpta;23468443,9367683;41;16
Guatteria_intermedia;5138711,49165341;18;12
Guatteria_inundata;102523362,133572;119;14
Guatteria_liesneri;11753420,9165643;31;21
Guatteria_longicuspis;2436264,83672613;12;9
Guatteria_maypurensis;3411736,04583098;11;4
Guatteria_megalophylla;70902946,7975765;152;63
Guatteria_meliodora;2678379,45682416;11;9
Guatteria_metensis;376869,916432142;1;1
Guatteria_modesta;40045480,5491386;99;46
Guatteria_odorata;369062,242087072;1;1
Guatteria_ouregou;869589,680312071;5;3
Guatteria_pannosa;350071,571400273;1;1
Guatteria_pastazae;1984283,81875652;9;2
Guatteria_pittieri;360986,78143587;1;1
Guatteria_procera;88408363,5585559;152;42
Guatteria_punctata;678305461,887012;3291;459
Guatteria_ramiflora;15360284,5104221;47;23
Guatteria_recurvisepala;15191877,787368;40;25
Guatteria_rigida;1304536,91761097;2;1
Guatteria_riparia;5280286,86448387;11;6
Guatteria_rubrinervis;4365032,23185929;11;5
Guatteria_schomburgkiana;153944887,908352;450;123
Guatteria_scytophylla;150249535,999038;336;92
Guatteria_sellowiana;532998,863822451;4;1
Guatteria_spectabilis;662574,888412084;1;1
Guatteria_stipitata;6138680,77387754;14;8
Guatteria_subsessilis;138447988,287778;289;24
Guatteria_sylvicola;2666871,79949621;1;1
Guatteria_tomentosa;3731740,67359807;7;7
Guatteria_trichocarpa;3962148,52768801;7;5
Guatteria_ucayalina;25329570,0739245;99;33
Guatteria_venosa;118283,461304663;1;1
Guatteria_villosissima;5331687,98339152;40;10
Guatteria_wachenheimii;6438753,08562841;43;19
Guazuma_crinita;45552094,7805892;115;19
Guazuma_ulmifolia;246725457,432346;609;138
Guettarda_aromatica;256774,335876121;1;1
Guettarda_malacophylla;1906925,69242588;6;1
Guettarda_odorata;317820,948737647;1;1
Guettarda_spruceana;3259897,28304862;11;4
Guettarda_viburnoides;1210685,72707798;6;5
Guianodendron_praeclarum;21597763,6677036;72;8
Gustavia_acuminata;18540577,9883722;17;2
Gustavia_augusta;1132670404,69719;2881;326
Gustavia_coriacea;95237707,1971566;176;7
Gustavia_elliptica;33558185,2414447;125;42
Gustavia_hexapetala;517831984,145451;1687;306
Gustavia_longifolia;63228789,3137453;316;64
Gustavia_macarenensis;3195338,78427087;8;5
Gustavia_poeppigiana;46806972,6169456;73;24
Gustavia_pulchra;141300979,841179;198;11
Handroanthus_barbatus;443402427,99373;716;68
Handroanthus_capitatus;22021352,3139201;55;37
Handroanthus_chrysanthus;17141536,0603029;33;14
Handroanthus_chrysotrichus;2356479,95812317;29;1
Handroanthus_heptaphyllus;28602976,3084361;75;4
Handroanthus_impetiginosus;101391560,832687;214;83
Handroanthus_incanus;57745923,2325182;84;41
Handroanthus_obscurus;13860630,0359598;27;13
Handroanthus_ochraceus;55675298,9846048;87;27
Handroanthus_serratifolius;398634296,812258;817;247
Handroanthus_subtilis;458979,709631406;8;5
Handroanthus_uleanus;24898994,9424205;35;4
Haploclathra_cordata;468918340,68391;681;8
Haploclathra_leiantha;3780045,30676583;4;1
Haploclathra_paniculata;42000242,5638497;52;9
Hasseltia_floribunda;105346888,489537;216;78
Haydenia_urbaniana;28000073,5305564;80;32
Hebepetalum_humiriifolium;118997110,661424;535;184
Hebepetalum_neblinae;17972343,8146361;24;7
Hebepetalum_roraimense;8926211,76979969;21;3
Heisteria_acuminata;157715337,752499;298;128
Heisteria_amphoricarpa;1061460,39106956;1;1
Heisteria_barbata;102036044,562531;199;83
Heisteria_coccinea;27538502,3975088;52;13
Heisteria_concinna;505972,394098958;3;1
Heisteria_densifrons;42967909,4977268;102;62
Heisteria_duckei;97531359,0415567;180;76
Heisteria_huberiana;222612,301277723;2;1
Heisteria_insculpta;5054685,66368197;19;11
Heisteria_latifolia;5954751,85688253;11;7
Heisteria_laxiflora;39858005,2413778;125;46
Heisteria_maytenoides;4371916,54494536;9;2
Heisteria_nitida;50416535,0085872;124;50
Heisteria_ovata;102330114,071838;200;83
Heisteria_perianthomega;2394652,70631193;2;1
Heisteria_spruceana;38107206,4943841;66;40
Helianthostylis_sprucei;141184566,900778;387;133
Helianthostylis_steyermarkii;15269318,8592162;23;8
Helicostylis_elegans;65664037,2963865;115;52
Helicostylis_heterotricha;7771093,46275202;20;9
Helicostylis_pedunculata;57982926,5262857;458;109
Helicostylis_scabra;320015518,023276;601;217
Helicostylis_tomentosa;1274938852,29265;2362;613
Helicostylis_tovarensis;1144749,13176263;1;1
Helicostylis_turbinata;16137778,5325961;32;21
Helicteres_brevispira;269003,747111098;1;1
Heliocarpus_americanus;48231086,7307557;89;26
Henriettea_caudata;1261714,94205498;4;4
Henriettea_fascicularis;27745671,6005566;26;11
Henriettea_fissanthera;9121916,11019995;25;4
Henriettea_flavescens;2089732,16844144;28;8
Henriettea_granulata;18738697,8664459;22;4
Henriettea_lasiostylis;2107794,92548464;4;1
Henriettea_maroniensis;4704308,80766543;24;9
Henriettea_multiflora;410884,205660477;1;1
Henriettea_ramiflora;2142549,384173;5;2
Henriettea_seemannii;677313,909981021;2;1
Henriettea_spruceana;6533400,86785506;8;4
Henriettea_stellaris;13990866,1409405;20;7
Henriettea_succosa;3827181,12300414;10;6
Henriquezia_nitida;104978107,811038;169;6
Henriquezia_verticillata;321700,676664591;2;2
Hernandia_guianensis;19290285,6534713;76;27
Herrania_cuatrecasana;2970213,38425493;2;1
Herrania_mariae;19443268,9478693;48;13
Herrania_nitida;524121,888204278;2;2
Heterostemon_conjugatus;143607873,090449;189;22
Heterostemon_ellipticus;30742994,8896051;45;10
Heterostemon_impar;761699,018983445;1;1
Heterostemon_mimosoides;214509163,342062;567;33
Hevea_benthamiana;64976840,6214508;122;27
Hevea_brasiliensis;1527572761,10002;3427;375
Hevea_camargoana;333483,970306607;2;1
Hevea_guianensis;974973549,631475;3624;430
Hevea_microphylla;441406,106935849;2;1
Hevea_nitida;199700126,329759;349;39
Hevea_pauciflora;227970893,493688;418;54
Hevea_spruceana;629563082,314185;1113;78
Hieronyma_alchorneoides;219027644,215232;573;156
Hieronyma_duquei;25949712,0195091;43;4
Hieronyma_huilensis;3861603,10575094;7;2
Hieronyma_oblonga;125116398,86879;321;88
Himatanthus_articulatus;669105388,113841;1108;370
Himatanthus_attenuatus;11371610,2452084;29;11
Himatanthus_bracteatus;43999032,7139503;189;45
Himatanthus_drasticus;177791,550657387;2;1
Himatanthus_obovatus;7815660,20709135;12;7
Himatanthus_phagedaenicus;4440593,74273919;8;1
Himatanthus_revolutus;3316096,30822058;17;15
Himatanthus_semilunatus;4646123,2741353;8;1
Hippotis_albiflora;8914403,26502213;24;4
Hippotis_brevipes;1705666,24583147;7;4
Hippotis_mollis;3832057,11261979;19;2
Hirtella_aequatoriensis;467822,244150266;1;1
Hirtella_araguariensis;344045,551095208;3;3
Hirtella_beckii;7113421,66518775;9;1
Hirtella_bicornis;155400506,954016;537;176
Hirtella_brachystachya;8306695,12252644;22;5
Hirtella_bullata;3218597,08870062;13;6
Hirtella_burchellii;950853,212541985;3;3
Hirtella_caduca;1144749,13176263;1;1
Hirtella_conduplicata;170949,665197224;2;2
Hirtella_couepiiflora;1445545,32377103;2;1
Hirtella_davisii;12928674,6113164;34;10
Hirtella_duckei;6015382,2269332;12;5
Hirtella_elongata;49950687,1549624;82;31
Hirtella_eriandra;19919055,7497178;77;31
Hirtella_excelsa;58029860,7385974;159;63
Hirtella_fasciculata;6312738,56398136;59;16
Hirtella_glandistipula;40837,2158932068;1;1
Hirtella_glandulosa;54910901,9752064;266;63
Hirtella_gracilipes;92503016,6829054;374;25
Hirtella_guainiae;4367553,21070526;2;2
Hirtella_hebeclada;193017,826210278;1;1
Hirtella_hispidula;39123791,7600686;76;45
Hirtella_latifolia;252439,012076846;8;3
Hirtella_lightioides;54637656,4710723;101;27
Hirtella_macrophylla;4837330,33202872;8;7
Hirtella_macrosepala;492790,343069852;2;2
Hirtella_magnifolia;2976368,12317789;8;7
Hirtella_margae;204643,788329776;4;2
Hirtella_mutisii;1196103,68038538;2;1
Hirtella_obidensis;20480326,5210685;105;37
Hirtella_paniculata;47213513,8032412;140;6
Hirtella_physophora;3408789,69929058;8;5
Hirtella_pilosissima;12527114,162327;25;18
Hirtella_piresii;6302654,16816305;43;13
Hirtella_racemosa;415577338,486552;1069;176
Hirtella_rodriguesii;49259026,7134983;121;69
Hirtella_schultesii;20302271,8484923;32;7
Hirtella_silicea;329316,374225426;2;1
Hirtella_sprucei;30815,1476032076;1;1
Hirtella_suffulta;2139463,67657594;12;5
Hirtella_tentaculata;212046,381313429;1;1
Hirtella_tenuifolia;437928,651020511;1;1
Hirtella_tocantina;6149986,70057395;19;3
Hirtella_triandra;160628728,54422;393;102
Holocalyx_balansae;11875517,9970247;6;4
Homalium_albiflorum;3138541,57634096;10;2
Homalium_guianense;27578854,979552;56;21
Homalium_racemosum;35281196,6877533;104;20
Hortia_coccinea;3093169,21505424;2;1
Hortia_excelsa;164939,344842664;1;1
Hortia_longifolia;3044331,81491302;6;3
Hortia_regia;7708096,62577833;38;11
Hortia_superba;2214435,94130971;8;8
Huberodendron_swietenioides;55537812,4662328;98;52
Huertea_glandulosa;21141957,1557958;87;39
Humiria_balsamifera;119835529,214524;317;75
Humiria_crassifolia;10991885,6850225;15;3
Humiriastrum_colombianum;7312394,74293322;11;4
Humiriastrum_cuspidatum;26025193,5270245;54;16
Humiriastrum_dentatum;539232,608133897;2;1
Humiriastrum_diguense;538867,607686819;1;1
Humiriastrum_excelsum;37297208,6641037;92;37
Humiriastrum_obovatum;10958086,6301494;81;3
Humiriastrum_piraparanense;11966295,0319881;20;10
Humiriastrum_subcrenatum;5310966,25929717;59;27
Hura_crepitans;444229266,323233;937;146
Hydrangea_preslii;308172,445049806;2;1
Hydrochorea_corymbosa;236600646,499574;583;133
Hydrochorea_gonggrijpii;28419759,2881737;142;9
Hydrochorea_marginata;54199863,2149689;153;15
Hylenaea_comosa;665406,57974599;2;1
Hylenaea_praecelsa;694936,934402216;1;1
Hylocarpa_heterocarpa;14064841,4928134;16;2
Hymenaea_courbaril;301193759,541597;796;244
Hymenaea_intermedia;62458323,3998952;157;64
Hymenaea_martiana;18885593,5220443;30;1
Hymenaea_oblongifolia;86340831,8470211;366;148
Hymenaea_parvifolia;146146988,672684;366;147
Hymenaea_reticulata;18366524,5134812;55;33
Hymenaea_stigonocarpa;1340049,92219755;5;2
Hymenolobium_excelsum;71805291,4084624;158;78
Hymenolobium_flavum;22054315,8982336;135;48
Hymenolobium_grazielanum;449556,180262917;1;1
Hymenolobium_heterocarpum;40789617,8638717;95;35
Hymenolobium_modestum;10802595,1418873;21;16
Hymenolobium_nitidum;13980829,3124984;130;32
Hymenolobium_petraeum;25447798,522224;247;64
Hymenolobium_pulcherrimum;55041883,7025721;106;54
Hymenolobium_sericeum;43744157,4133948;77;49
Hymenolobium_velutinum;12637685,5812344;24;18
Hyperbaena_leptobotryosa;700876,261811591;1;1
Ilex_affinis;20128224,5823239;17;5
Ilex_amplifolia;324726,789282474;1;1
Ilex_divaricata;25769370,503261;101;8
Ilex_guayusa;7509078,5847021;10;5
Ilex_guianensis;14786582,0143205;26;6
Ilex_inundata;131062652,327741;302;34
Ilex_jenmanii;4515638,00284104;7;3
Ilex_laureola;8031310,56232184;35;12
Ilex_martiniana;8217325,95341393;37;4
Ilex_nayana;24798982,1516843;41;11
Ilex_ovalifolia;848930,215929773;5;4
Ilex_petiolaris;4632019,93628695;30;20
Ilex_umbellata;3679152,59384974;21;1
Ilex_vismiifolia;91007618,761648;123;23
Inga_acicularis;20241879,7380939;55;26
Inga_acreana;71234329,9528966;224;90
Inga_acrocephala;64887043,1147423;214;65
Inga_acuminata;10587984,6414258;39;16
Inga_adenophylla;94171,2304257855;1;1
Inga_alata;29382322,6502981;100;35
Inga_alba;949275774,136988;2840;577
Inga_aliena;68058,2156017531;1;1
Inga_auristellae;113587740,13999;324;117
Inga_barbata;6952897,15148377;54;13
Inga_bicoloriflora;11635668,281291;34;24
Inga_bonplandiana;7927769,16724179;15;2
Inga_bourgonii;58457929,8751759;148;52
Inga_brachyrhachis;34074259,7777904;73;34
Inga_brachystachys;77847075,0387611;304;108
Inga_bullatorugosa;3308763,43930693;6;4
Inga_calantha;436474,441198832;2;2
Inga_capitata;477876520,042703;1054;294
Inga_cayennensis;105595764,35241;231;103
Inga_cecropietorum;1466512,93678328;2;1
Inga_chartacea;48751664,8228697;242;94
Inga_chrysantha;21006423,2550911;18;13
Inga_ciliata;15150965,6230986;58;24
Inga_cinnamomea;102900859,778195;300;87
Inga_cocleensis;7602722,40569265;18;2
Inga_cordatoalata;45249475,5592937;109;61
Inga_cordistipula;3168540,24474888;6;1
Inga_coruscans;22237152,3168723;85;45
Inga_cylindrica;59418163,2718326;134;63
Inga_densiflora;14307136,6979751;32;18
Inga_disticha;46135194,4514082;126;36
Inga_dwyeri;3605457,54202765;6;5
Inga_edulis;307551865,262282;733;176
Inga_fanchoniana;1638412,79456288;22;16
Inga_fastuosa;9445068,59239427;29;20
Inga_fendleriana;726763,726874339;1;1
Inga_flagelliformis;2865382,46356355;11;9
Inga_gereauana;1415984,09193614;1;1
Inga_glomeriflora;6163463,07290756;16;10
Inga_graciliflora;1275904,48692567;7;6
Inga_gracilifolia;106653281,445015;333;171
Inga_gracilior;39728167,1160929;62;19
Inga_grandiflora;107607260,538277;140;87
Inga_grandis;1348927,23845641;1;1
Inga_hayesii;402112,846754943;1;1
Inga_heterophylla;287533744,027707;559;169
Inga_huberi;45651832,8305542;140;67
Inga_ilta;1068725,61604259;9;6
Inga_inflata;919999,800333321;6;4
Inga_ingoides;72499890,0545498;164;49
Inga_interrupta;340008,409880209;1;1
Inga_japurensis;3278560,83006371;7;5
Inga_lallensis;8396790,74063179;25;16
Inga_lateriflora;216044604,882664;304;77
Inga_laurina;103926183,309586;325;87
Inga_laxiflora;574313,047363939;1;1
Inga_leiocalycina;60169735,7602725;214;98
Inga_lentiscifolia;648789,37714701;12;4
Inga_leptocarpa;13816794,9063225;31;19
Inga_lineata;681760,54908533;2;1
Inga_lomatophylla;1611726,2489447;10;9
Inga_longiflora;15107313,2236439;35;11
Inga_longipes;367579,383984056;1;1
Inga_lopadadenia;1100397,80861771;3;2
Inga_loubryana;5106977,52594942;83;32
Inga_macrophylla;66619887,9144912;158;83
Inga_marginata;257612523,268467;672;190
Inga_megalobotrys;1708925,48159011;6;3
Inga_megaphylla;340261,85591452;1;1
Inga_melinonis;30949001,9342379;105;52
Inga_micradenia;18826309,2383159;42;8
Inga_microcalyx;19460648,1735682;277;54
Inga_microcoma;8641019,22365427;30;16
Inga_multijuga;4623909,09759006;16;12
Inga_multinervis;11679442,0226089;47;13
Inga_neblinensis;38529456,9442585;32;2
Inga_nobilis;187053680,463936;549;166
Inga_nouragensis;3385428,53905264;37;21
Inga_obidensis;38695455,7768056;61;29
Inga_obtusata;41950303,9375726;52;17
Inga_oerstediana;56998580,5498048;245;106
Inga_ornata;567039,054717875;2;2
Inga_panurensis;10521642,2924036;16;11
Inga_paraensis;156913285,10065;395;156
Inga_pezizifera;99908587,415121;419;106
Inga_pilosula;22695790,8960676;67;35
Inga_plumifera;3817709,59571009;5;3
Inga_poeppigiana;6464158,93194136;21;15
Inga_pruriens;18891650,1256736;43;28
Inga_psittacorum;14043782,818609;25;15
Inga_punctata;112003058,680329;371;109
Inga_retinocarpa;481695,747946315;3;3
Inga_rhynchocalyx;11578225,4644669;17;15
Inga_rubiginosa;261440742,543617;1235;254
Inga_ruiziana;70125626,8412981;239;93
Inga_rusbyi;15247064,0993101;57;23
Inga_samanensis;214548,567958752;2;1
Inga_sapindoides;36653685,6052227;77;40
Inga_sarayacuensis;1581573,42478653;9;4
Inga_sertulifera;27096258,9809413;107;69
Inga_setosa;2559477,32501908;11;7
Inga_spectabilis;34988209,7816791;120;37
Inga_splendens;134572570,990316;392;116
Inga_steinbachii;825637,689658385;2;1
Inga_stenoptera;151953120,443231;403;82
Inga_stipulacea;3510175,00271907;7;7
Inga_stipularis;66471091,4118341;215;112
Inga_striata;17107475,6935094;45;12
Inga_striolata;1788596,88886999;4;4
Inga_suaveolens;10730338,8982327;33;18
Inga_suberosa;5853151,8897344;8;8
Inga_tarapotensis;1005600,94549171;3;3
Inga_tenuis;2206598,33049656;7;3
Inga_tenuistipula;32145062,9302651;80;42
Inga_tessmannii;22022705,4723406;49;27
Inga_thibaudiana;359126932,404239;1203;322
Inga_tocacheana;410891,463752724;2;2
Inga_tomentosa;5322959,25338751;19;10
Inga_ulei;4970487,89604143;19;10
Inga_umbellifera;143429386,375229;465;173
Inga_umbratica;26250323,3932795;91;49
Inga_velutina;20015206,8417583;67;42
Inga_venusta;4365894,16774922;6;1
Inga_vera;5775091,28081024;14;10
Inga_virgultosa;981872,498435625;7;5
Inga_vismiifolia;30541356,710377;84;38
Inga_yacoana;5470623,55030768;26;16
Inga_yasuniana;5763065,23723513;16;12
Iriartea_deltoidea;2768814025,9199;9430;287
Iriartella_setigera;121406533,454411;145;20
Iryanthera_coriacea;48147531,2886701;64;25
Iryanthera_crassifolia;125451796,935333;228;56
Iryanthera_elliptica;265125100,06634;480;153
Iryanthera_grandis;25552130,1929175;75;24
Iryanthera_hostmannii;245795372,040916;610;146
Iryanthera_inpae;6779658,09448215;13;5
Iryanthera_juruensis;1340994136,51682;2901;490
Iryanthera_laevis;552332298,68637;1333;319
Iryanthera_lancifolia;242154961,699795;990;151
Iryanthera_macrophylla;240015986,366393;514;105
Iryanthera_obovata;69690826,7752347;141;10
Iryanthera_olacoides;27676036,5117388;145;21
Iryanthera_paradoxa;72720964,3321792;173;34
Iryanthera_paraensis;219303619,96958;393;103
Iryanthera_polyneura;54514454,3471705;153;35
Iryanthera_sagotiana;208010820,536048;1317;172
Iryanthera_tessmannii;40761726,801981;90;25
Iryanthera_tricornis;300648153,632925;514;94
Iryanthera_ulei;490621906,810699;800;121
Isertia_coccinea;8542239,03355611;49;13
Isertia_hypoleuca;41450458,3648791;45;22
Isertia_laevis;3349683,7188946;13;4
Isertia_longifolia;12097630,083084;51;17
Isertia_parviflora;4663332,90505959;8;2
Isertia_rosea;7619867,90000123;38;9
Isertia_spiciformis;506004,620169054;4;4
Ixora_killipii;2736980,56996793;5;5
Ixora_martinsii;5934388,96309665;7;3
Ixora_peruviana;31362856,5029996;60;21
Ixora_pubescens;231671,707015536;2;2
Ixora_ulei;6955726,318422;46;13
Ixora_yavitensis;773989,552894613;2;2
Jacaranda_brasiliana;532998,863822451;4;1
Jacaranda_copaia;742003080,381329;2471;607
Jacaranda_cuspidifolia;62548,1108792821;1;1
Jacaranda_glabra;21591854,1209687;39;7
Jacaranda_macrocarpa;38606067,6400489;85;34
Jacaranda_obtusifolia;28986061,927698;89;36
Jacaratia_digitata;111253292,154023;315;107
Jacaratia_spinosa;133933627,602631;222;89
Jacqueshuberia_loretensis;4977014,00311979;30;4
Joannesia_heveoides;11352400,4113639;53;16
Joosia_dichotoma;706869,070965771;1;1
Kielmeyera_paniculata;1056353,0846759;13;1
Kielmeyera_rubriflora;62548,1108792821;1;1
Klarobelia_anomala;763698,20091106;4;2
Klarobelia_candida;3767009,95457378;12;9
Klarobelia_cauliflora;214386,259171517;1;1
Klarobelia_inundata;14031837,1685063;11;7
Klarobelia_lucida;8814635,39208484;21;9
Klarobelia_napoensis;3848441,61516657;18;10
Kutchubaea_insignis;22246815,0996685;38;28
Kutchubaea_morilloi;5271872,1129145;3;2
Kutchubaea_neblinensis;1313474,64271202;2;2
Kutchubaea_oocarpa;6255287,99436428;5;4
Kutchubaea_semisericea;3354236,50966034;13;13
Kutchubaea_sericantha;21600547,7189588;76;33
Lacistema_aggregatum;183333679,736434;472;193
Lacistema_grandifolium;30125349,7303155;193;53
Lacistema_hasslerianum;686639,0232206;4;1
Lacistema_nena;5685393,36096229;28;19
Lacistema_polystachyum;4562369,74344198;9;8
Lacistema_pubescens;16448908,9478428;49;11
Lacmellea_aculeata;77390705,1526185;410;159
Lacmellea_arborescens;75163871,17638;193;73
Lacmellea_edulis;3513653,16437985;8;5
Lacmellea_floribunda;15392340,8521676;37;19
Lacmellea_foxii;13530911,9804851;29;9
Lacmellea_gracilis;28614162,2235597;58;32
Lacmellea_lactescens;12232647,3277443;36;26
Lacmellea_microcarpa;631257,741347304;1;1
Lacmellea_oblongata;1999696,74487392;7;4
Lacmellea_peruviana;6145315,68035088;15;9
Lacmellea_ramosissima;24895669,9123741;57;19
Lacmellea_speciosa;4302615,93992422;11;3
Lacunaria_crenata;59358215,4585243;271;131
Lacunaria_grandifolia;978021,628269963;3;2
Lacunaria_jenmanii;76320683,6385691;339;149
Lacunaria_macrostachya;13676601,3951901;40;25
Lacunaria_oppositifolia;573110,909659601;4;3
Lacunaria_sampaioi;153378,546117475;20;6
Lacunaria_umbonata;1587656,84450568;1;1
